Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
8,1,VFL Edinburgh,9,3,3,3,11,10,1,12,Season 58795,EDINBURGH,15,15,EDINBURGH MADRID,1,17:10,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,2,1,VFL Madrid,6,1,2,19,9,10,19,MADRID,1,1,EDINBURGH MADRID,15,17:10,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
9,-1,VFL Brussels,9,3,3,3,9,9,0,12,Season 58795,BRUSSELS,9,9,BRUSSELS LONDON,4,17:10,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,12,1,VFL London,3,1,5,7,13,-6,10,LONDON,4,4,BRUSSELS LONDON,9,17:10,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
10,-1,VFL Rome,9,3,2,4,13,11,2,11,Season 58795,ROME,5,5,ROME LISBON,7,17:10,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,5,1,VFL Lisbon,3,4,2,9,5,4,13,LISBON,7,7,ROME LISBON,5,17:10,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
13,1,VFL Paris,9,2,3,4,16,17,-1,9,Season 58795,PARIS,8,8,PARIS BERLIN,3,17:10,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,1,-1,VFL Berlin,7,0,2,21,12,9,21,BERLIN,3,3,PARIS BERLIN,8,17:10,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
14,-1,VFL Ankara,9,1,4,4,5,11,-6,7,Season 58795,ANKARA,14,14,ANKARA AMSTERDAM,2,17:10,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,6,1,VFL Amsterdam,3,4,2,15,12,3,13,AMSTERDAM,2,2,ANKARA AMSTERDAM,14,17:10,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
15,-1,VFL Athens,9,1,4,4,7,17,-10,7,Season 58795,ATHENS,10,10,ATHENS COPENHAGEN,12,17:10,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,11,1,VFL Copenhagen,2,4,3,5,8,-3,10,COPENHAGEN,12,12,ATHENS COPENHAGEN,10,17:10,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
1,0,VFL Berlin,10,8,0,2,24,12,12,24,Season 58795,BERLIN,3,3,BERLIN ANKARA,14,17:14,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,15,1,VFL Ankara,1,4,5,5,14,-9,7,ANKARA,14,14,BERLIN ANKARA,3,17:14,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
2,0,VFL Madrid,10,7,1,2,23,9,14,22,Season 58795,MADRID,1,1,MADRID ATHENS,10,17:14,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1,16,1,VFL Athens,1,4,5,7,21,-14,7,ATHENS,10,10,MADRID ATHENS,1,17:14,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1
4,-1,VFL Amsterdam,10,4,4,2,18,12,6,16,Season 58795,AMSTERDAM,2,2,AMSTERDAM BERN,16,17:14,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,8,1,VFL Bern,3,4,3,6,12,-6,13,BERN,16,16,AMSTERDAM BERN,2,17:14,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
5,0,VFL Lisbon,10,4,4,2,11,5,6,16,Season 58795,LISBON,7,7,LISBON EDINBURGH,15,17:14,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,9,1,VFL Edinburgh,3,3,4,11,12,-1,12,EDINBURGH,15,15,LISBON EDINBURGH,7,17:14,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
6,1,VFL Stockholm,10,4,4,2,15,16,-1,16,Season 58795,STOCKHOLM,11,11,STOCKHOLM BRUSSELS,9,17:14,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,7,-1,VFL Brussels,3,4,3,10,10,0,13,BRUSSELS,9,9,STOCKHOLM BRUSSELS,11,17:14,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
11,-1,VFL London,10,3,2,5,8,14,-6,11,Season 58795,LONDON,4,4,LONDON PARIS,8,17:14,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,12,-1,VFL Paris,2,4,4,17,18,-1,10,PARIS,8,8,LONDON PARIS,4,17:14,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
13,1,VFL Copenhagen,10,2,4,4,5,11,-6,10,Season 58795,COPENHAGEN,12,12,COPENHAGEN OSLO,6,17:14,0:3,0:3,0,  3,0,  3,3.0,2,2,1,1,0,3,0,VFL Oslo,6,1,3,21,12,9,19,OSLO,6,6,COPENHAGEN OSLO,12,17:14,0:3,0:3,0,  3,0,  3,3.0,2,2,1,1,0
14,-1,VFL Vienna,10,2,3,5,8,12,-4,9,Season 58795,VIENNA,13,13,VIENNA ROME,5,17:14,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,10,0,VFL Rome,3,2,5,13,12,1,11,ROME,5,5,VIENNA ROME,13,17:14,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
3,0,VFL Oslo,11,6,1,4,23,15,8,19,Season 58795,OSLO,6,6,OSLO MADRID,1,17:19,0:1,2:3,0,  1,2,  3,5.0,2,2,1,1,1,2,0,VFL Madrid,8,1,2,26,11,15,25,MADRID,1,1,OSLO MADRID,6,17:19,0:1,2:3,0,  1,2,  3,5.0,2,2,1,1,1
7,-1,VFL Edinburgh,11,4,3,4,15,12,3,15,Season 58795,EDINBURGH,15,15,EDINBURGH VIENNA,13,17:19,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1,16,1,VFL Vienna,2,3,6,8,16,-8,9,VIENNA,13,13,EDINBURGH VIENNA,15,17:19,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1
8,-1,VFL Paris,11,3,4,4,18,18,0,13,Season 58795,PARIS,8,8,PARIS BRUSSELS,9,17:19,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,9,1,VFL Brussels,3,4,4,10,11,-1,13,BRUSSELS,9,9,PARIS BRUSSELS,8,17:19,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
10,-1,VFL Copenhagen,11,3,4,4,9,12,-3,13,Season 58795,COPENHAGEN,12,12,COPENHAGEN STOCKHOLM,11,17:19,1:1,4:1,1,  1,4,  1,5.0,0,1,1,1,1,6,0,VFL Stockholm,4,4,3,16,20,-4,16,STOCKHOLM,11,11,COPENHAGEN STOCKHOLM,12,17:19,1:1,4:1,1,  1,4,  1,5.0,0,1,1,1,1
11,1,VFL Bern,11,3,4,4,6,14,-8,13,Season 58795,BERN,16,16,BERN BERLIN,3,17:19,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,1,0,VFL Berlin,9,0,2,26,12,14,27,BERLIN,3,3,BERN BERLIN,16,17:19,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
12,1,VFL Rome,11,3,2,6,14,14,0,11,Season 58795,ROME,5,5,ROME AMSTERDAM,2,17:19,0:0,1:2,0,  0,1,  2,3.0,0,2,1,1,0,4,0,VFL Amsterdam,5,4,2,20,13,7,19,AMSTERDAM,2,2,ROME AMSTERDAM,5,17:19,0:0,1:2,0,  0,1,  2,3.0,0,2,1,1,0
14,-1,VFL Ankara,11,2,4,5,7,15,-8,10,Season 58795,ANKARA,14,14,ANKARA LONDON,4,17:19,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,13,1,VFL London,3,2,6,9,16,-7,11,LONDON,4,4,ANKARA LONDON,14,17:19,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
15,-1,VFL Athens,11,2,4,5,11,22,-11,10,Season 58795,ATHENS,10,10,ATHENS LISBON,7,17:19,1:0,4:1,1,  0,4,  1,5.0,1,1,1,1,1,5,0,VFL Lisbon,4,4,3,12,9,3,16,LISBON,7,7,ATHENS LISBON,10,17:19,1:0,4:1,1,  0,4,  1,5.0,1,1,1,1,1
1,-1,VFL Madrid,12,9,1,2,29,11,18,28,Season 58795,MADRID,1,1,MADRID COPENHAGEN,12,17:23,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,12,1,VFL Copenhagen,3,4,5,9,15,-6,13,COPENHAGEN,12,12,MADRID COPENHAGEN,1,17:23,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
2,1,VFL Berlin,12,9,0,3,26,13,13,27,Season 58795,BERLIN,3,3,BERLIN ROME,5,17:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,8,-1,VFL Rome,4,2,6,15,14,1,14,ROME,5,5,BERLIN ROME,3,17:23,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
3,-1,VFL Amsterdam,12,6,4,2,25,13,12,22,Season 58795,AMSTERDAM,2,2,AMSTERDAM EDINBURGH,15,17:23,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1,7,0,VFL Edinburgh,4,3,5,15,17,-2,15,EDINBURGH,15,15,AMSTERDAM EDINBURGH,2,17:23,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1
5,0,VFL Lisbon,12,5,4,3,14,10,4,19,Season 58795,LISBON,7,7,LISBON OSLO,6,17:23,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0,4,1,VFL Oslo,6,1,5,24,17,7,19,OSLO,6,6,LISBON OSLO,7,17:23,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0
6,0,VFL Stockholm,12,5,4,3,19,20,-1,19,Season 58795,STOCKHOLM,11,11,STOCKHOLM PARIS,8,17:23,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,11,1,VFL Paris,3,4,5,18,21,-3,13,PARIS,8,8,STOCKHOLM PARIS,11,17:23,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
9,0,VFL Brussels,12,3,5,4,11,12,-1,14,Season 58795,BRUSSELS,9,9,BRUSSELS ANKARA,14,17:23,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,14,0,VFL Ankara,2,5,5,8,16,-8,11,ANKARA,14,14,BRUSSELS ANKARA,9,17:23,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
10,-1,VFL London,12,4,2,6,12,17,-5,14,Season 58795,LONDON,4,4,LONDON BERN,16,17:23,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1,13,1,VFL Bern,3,4,5,7,17,-10,13,BERN,16,16,LONDON BERN,4,17:23,1:1,3:1,1,  1,3,  1,4.0,0,1,1,1,1
16,0,VFL Vienna,12,2,4,6,9,17,-8,10,Season 58795,VIENNA,13,13,VIENNA ATHENS,10,17:23,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,15,0,VFL Athens,2,5,5,12,23,-11,11,ATHENS,10,10,VIENNA ATHENS,13,17:23,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
1,0,VFL Madrid,13,9,2,2,31,13,18,29,Season 58795,MADRID,1,1,MADRID STOCKHOLM,11,17:28,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1,6,0,VFL Stockholm,5,5,3,21,22,-1,20,STOCKHOLM,11,11,MADRID STOCKHOLM,1,17:28,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1
4,0,VFL Oslo,13,7,1,5,25,17,8,22,Season 58795,OSLO,6,6,OSLO VIENNA,13,17:28,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,16,0,VFL Vienna,2,4,7,9,18,-9,10,VIENNA,13,13,OSLO VIENNA,6,17:28,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
7,0,VFL Edinburgh,13,5,3,5,17,17,0,18,Season 58795,EDINBURGH,15,15,EDINBURGH BERLIN,3,17:28,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,2,0,VFL Berlin,9,0,4,26,15,11,27,BERLIN,3,3,EDINBURGH BERLIN,15,17:28,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
8,0,VFL Rome,13,5,2,6,17,14,3,17,Season 58795,ROME,5,5,ROME LONDON,4,17:28,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,12,1,VFL London,4,2,7,12,19,-7,14,LONDON,4,4,ROME LONDON,5,17:28,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
9,-1,VFL Bern,13,4,4,5,8,17,-9,16,Season 58795,BERN,16,16,BERN BRUSSELS,9,17:28,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,10,1,VFL Brussels,3,5,5,11,13,-2,14,BRUSSELS,9,9,BERN BRUSSELS,16,17:28,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
13,1,VFL Copenhagen,13,3,4,6,9,16,-7,13,Season 58795,COPENHAGEN,12,12,COPENHAGEN LISBON,7,17:28,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,5,0,VFL Lisbon,6,4,3,15,10,5,22,LISBON,7,7,COPENHAGEN LISBON,12,17:28,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
14,0,VFL Ankara,13,2,6,5,10,18,-8,12,Season 58795,ANKARA,14,14,ANKARA PARIS,8,17:28,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,11,0,VFL Paris,3,5,5,20,23,-3,14,PARIS,8,8,ANKARA PARIS,14,17:28,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
15,0,VFL Athens,13,2,6,5,12,23,-11,12,Season 58795,ATHENS,10,10,ATHENS AMSTERDAM,2,17:28,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,3,0,VFL Amsterdam,6,5,2,25,13,12,23,AMSTERDAM,2,2,ATHENS AMSTERDAM,10,17:28,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
2,0,VFL Berlin,14,10,0,4,27,15,12,30,Season 58795,BERLIN,3,3,BERLIN ATHENS,10,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,16,1,VFL Athens,2,6,6,12,24,-12,12,ATHENS,10,10,BERLIN ATHENS,3,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
3,0,VFL Amsterdam,14,7,5,2,29,13,16,26,Season 58795,AMSTERDAM,2,2,AMSTERDAM OSLO,6,17:33,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1,4,0,VFL Oslo,7,1,6,25,21,4,22,OSLO,6,6,AMSTERDAM OSLO,2,17:33,2:0,4:0,2,  0,4,  0,4.0,1,1,1,1,1
5,0,VFL Lisbon,14,6,4,4,15,12,3,22,Season 58795,LISBON,7,7,LISBON MADRID,1,17:33,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,1,0,VFL Madrid,10,2,2,33,13,20,32,MADRID,1,1,LISBON MADRID,7,17:33,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
6,0,VFL Stockholm,14,5,6,3,21,22,-1,21,Season 58795,STOCKHOLM,11,11,STOCKHOLM ANKARA,14,17:33,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,13,-1,VFL Ankara,2,7,5,10,18,-8,13,ANKARA,14,14,STOCKHOLM ANKARA,11,17:33,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
9,-1,VFL Brussels,14,4,5,5,15,15,0,17,Season 58795,BRUSSELS,9,9,BRUSSELS ROME,5,17:33,2:0,4:2,2,  0,4,  2,6.0,1,1,1,1,1,8,0,VFL Rome,5,2,7,19,18,1,17,ROME,5,5,BRUSSELS ROME,9,17:33,2:0,4:2,2,  0,4,  2,6.0,1,1,1,1,1
10,-1,VFL Paris,14,4,5,5,21,23,-2,17,Season 58795,PARIS,8,8,PARIS BERN,16,17:33,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,12,1,VFL Bern,4,4,6,8,18,-10,16,BERN,16,16,PARIS BERN,8,17:33,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
11,-1,VFL London,14,5,2,7,13,19,-6,17,Season 58795,LONDON,4,4,LONDON EDINBURGH,15,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,7,0,VFL Edinburgh,5,3,6,17,18,-1,18,EDINBURGH,15,15,LONDON EDINBURGH,4,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
13,-1,VFL Vienna,14,3,4,7,10,18,-8,13,Season 58795,VIENNA,13,13,VIENNA COPENHAGEN,12,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,15,1,VFL Copenhagen,3,4,7,9,17,-8,13,COPENHAGEN,12,12,VIENNA COPENHAGEN,13,17:33,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
1,0,VFL Madrid,15,11,2,2,34,13,21,35,Season 58795,MADRID,1,1,MADRID VIENNA,13,17:37,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,16,1,VFL Vienna,3,4,8,10,19,-9,13,VIENNA,13,13,MADRID VIENNA,1,17:37,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
4,0,VFL Oslo,15,8,1,6,27,22,5,25,Season 58795,OSLO,6,6,OSLO BERLIN,3,17:37,0:0,2:1,0,  0,2,  1,3.0,0,1,1,1,0,2,0,VFL Berlin,10,0,5,28,17,11,30,BERLIN,3,3,OSLO BERLIN,6,17:37,0:0,2:1,0,  0,2,  1,3.0,0,1,1,1,0
5,0,VFL Lisbon,15,6,5,4,17,14,3,23,Season 58795,LISBON,7,7,LISBON STOCKHOLM,11,17:37,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,6,0,VFL Stockholm,5,7,3,23,24,-1,22,STOCKHOLM,11,11,LISBON STOCKHOLM,7,17:37,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
7,-1,VFL Rome,15,6,2,7,22,20,2,20,Season 58795,ROME,5,5,ROME PARIS,8,17:37,1:0,3:2,1,  0,3,  2,5.0,1,1,1,1,1,10,0,VFL Paris,4,5,6,23,26,-3,17,PARIS,8,8,ROME PARIS,5,17:37,1:0,3:2,1,  0,3,  2,5.0,1,1,1,1,1
8,1,VFL Edinburgh,15,5,4,6,17,18,-1,19,Season 58795,EDINBURGH,15,15,EDINBURGH BRUSSELS,9,17:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,9,0,VFL Brussels,4,6,5,15,15,0,18,BRUSSELS,9,9,EDINBURGH BRUSSELS,15,17:37,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
13,1,VFL Bern,15,4,4,7,8,19,-11,16,Season 58795,BERN,16,16,BERN ANKARA,14,17:37,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,12,-1,VFL Ankara,3,7,5,11,18,-7,16,ANKARA,14,14,BERN ANKARA,16,17:37,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
14,-1,VFL Athens,15,3,6,6,14,25,-11,15,Season 58795,ATHENS,10,10,ATHENS LONDON,4,17:37,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,11,0,VFL London,5,2,8,14,21,-7,17,LONDON,4,4,ATHENS LONDON,10,17:37,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
15,0,VFL Copenhagen,15,3,5,7,11,19,-8,14,Season 58795,COPENHAGEN,12,12,COPENHAGEN AMSTERDAM,2,17:37,2:2,2:2,2,  2,2,  2,4.0,0,0,1,1,1,3,0,VFL Amsterdam,7,6,2,31,15,16,27,AMSTERDAM,2,2,COPENHAGEN AMSTERDAM,12,17:37,2:2,2:2,2,  2,2,  2,4.0,0,0,1,1,1
1,0,VFL Madrid,16,12,2,2,35,13,22,38,Season 58795,MADRID,1,1,MADRID AMSTERDAM,2,17:42,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,3,0,VFL Amsterdam,7,6,3,31,16,15,27,AMSTERDAM,2,2,MADRID AMSTERDAM,1,17:42,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
4,0,VFL Oslo,16,8,2,6,27,22,5,26,Season 58795,OSLO,6,6,OSLO LONDON,4,17:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,11,0,VFL London,5,3,8,14,21,-7,18,LONDON,4,4,OSLO LONDON,6,17:42,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
5,0,VFL Lisbon,16,7,5,4,19,14,5,26,Season 58795,LISBON,7,7,LISBON VIENNA,13,17:42,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,16,0,VFL Vienna,3,4,9,10,21,-11,13,VIENNA,13,13,LISBON VIENNA,7,17:42,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
6,0,VFL Stockholm,16,6,7,3,26,25,1,25,Season 58795,STOCKHOLM,11,11,STOCKHOLM BERN,16,17:42,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1,13,0,VFL Bern,4,4,8,9,22,-13,16,BERN,16,16,STOCKHOLM BERN,11,17:42,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1
7,0,VFL Rome,16,6,3,7,23,21,2,21,Season 58795,ROME,5,5,ROME ANKARA,14,17:42,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,12,0,VFL Ankara,3,8,5,12,19,-7,17,ANKARA,14,14,ROME ANKARA,5,17:42,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
10,1,VFL Edinburgh,16,5,4,7,17,19,-2,19,Season 58795,EDINBURGH,15,15,EDINBURGH PARIS,8,17:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,9,-1,VFL Paris,5,5,6,24,26,-2,20,PARIS,8,8,EDINBURGH PARIS,15,17:42,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
14,0,VFL Athens,16,3,6,7,15,28,-13,15,Season 58795,ATHENS,10,10,ATHENS BRUSSELS,9,17:42,0:2,1:3,0,  2,1,  3,4.0,2,2,1,1,1,8,-1,VFL Brussels,5,6,5,18,16,2,21,BRUSSELS,9,9,ATHENS BRUSSELS,10,17:42,0:2,1:3,0,  2,1,  3,4.0,2,2,1,1,1
15,0,VFL Copenhagen,16,3,5,8,11,20,-9,14,Season 58795,COPENHAGEN,12,12,COPENHAGEN BERLIN,3,17:42,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,2,0,VFL Berlin,11,0,5,29,17,12,33,BERLIN,3,3,COPENHAGEN BERLIN,12,17:42,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
2,0,VFL Berlin,17,11,1,5,29,17,12,34,Season 58795,BERLIN,3,3,BERLIN MADRID,1,17:46,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,1,0,VFL Madrid,12,3,2,35,13,22,39,MADRID,1,1,BERLIN MADRID,3,17:46,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
3,0,VFL Amsterdam,17,8,6,3,33,17,16,30,Season 58795,AMSTERDAM,2,2,AMSTERDAM LISBON,7,17:46,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0,5,0,VFL Lisbon,7,5,5,20,16,4,26,LISBON,7,7,AMSTERDAM LISBON,2,17:46,2:0,2:1,2,  0,2,  1,3.0,1,1,1,1,0
8,0,VFL Brussels,17,6,6,5,19,16,3,24,Season 58795,BRUSSELS,9,9,BRUSSELS OSLO,6,17:46,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,4,0,VFL Oslo,8,2,7,27,23,4,26,OSLO,6,6,BRUSSELS OSLO,9,17:46,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
9,0,VFL Paris,17,6,5,6,27,26,1,23,Season 58795,PARIS,8,8,PARIS ATHENS,10,17:46,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,15,1,VFL Athens,3,6,8,15,31,-16,15,ATHENS,10,10,PARIS ATHENS,8,17:46,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
10,-1,VFL London,17,6,3,8,16,21,-5,21,Season 58795,LONDON,4,4,LONDON COPENHAGEN,12,17:46,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,16,1,VFL Copenhagen,3,5,9,11,22,-11,14,COPENHAGEN,12,12,LONDON COPENHAGEN,4,17:46,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
11,-1,VFL Ankara,17,4,8,5,17,20,-3,20,Season 58795,ANKARA,14,14,ANKARA EDINBURGH,15,17:46,1:1,5:1,1,  1,5,  1,6.0,0,1,1,1,1,12,1,VFL Edinburgh,5,4,8,18,24,-6,19,EDINBURGH,15,15,ANKARA EDINBURGH,14,17:46,1:1,5:1,1,  1,5,  1,6.0,0,1,1,1,1
13,-1,VFL Vienna,17,4,4,9,14,21,-7,16,Season 58795,VIENNA,13,13,VIENNA STOCKHOLM,11,17:46,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1,6,0,VFL Stockholm,6,7,4,26,29,-3,25,STOCKHOLM,11,11,VIENNA STOCKHOLM,13,17:46,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1
14,1,VFL Bern,17,4,4,9,9,24,-15,16,Season 58795,BERN,16,16,BERN ROME,5,17:46,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0,7,0,VFL Rome,7,3,7,25,21,4,24,ROME,5,5,BERN ROME,16,17:46,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0
1,0,VFL Madrid,18,13,3,2,36,13,23,42,Season 58795,MADRID,1,1,MADRID LONDON,4,17:51,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,11,1,VFL London,6,3,9,16,22,-6,21,LONDON,4,4,MADRID LONDON,1,17:51,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
5,1,VFL Oslo,18,8,3,7,28,24,4,27,Season 58795,OSLO,6,6,OSLO PARIS,8,17:51,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,9,0,VFL Paris,6,6,6,28,27,1,24,PARIS,8,8,OSLO PARIS,6,17:51,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
6,1,VFL Lisbon,18,7,5,6,20,17,3,26,Season 58795,LISBON,7,7,LISBON BERLIN,3,17:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,2,0,VFL Berlin,12,1,5,30,17,13,37,BERLIN,3,3,LISBON BERLIN,7,17:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
8,1,VFL Stockholm,18,6,7,5,26,30,-4,25,Season 58795,STOCKHOLM,11,11,STOCKHOLM ROME,5,17:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,4,-1,VFL Rome,8,3,7,26,21,5,27,ROME,5,5,STOCKHOLM ROME,11,17:51,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
