Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
3,1,VFL Lisbon,28,15,8,5,38,22,16,53,Season 58800,LISBON,7,7,LISBON ROME,5,06:22,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0,5,0,VFL Rome,15,5,8,52,26,26,50,ROME,5,5,LISBON ROME,7,06:22,0:1,0:3,0,  1,0,  3,3.0,2,2,1,1,0
4,0,VFL Amsterdam,28,15,6,7,39,27,12,51,Season 58800,AMSTERDAM,2,2,AMSTERDAM ANKARA,14,06:22,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,12,-1,VFL Ankara,7,6,15,24,43,-19,27,ANKARA,14,14,AMSTERDAM ANKARA,2,06:22,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
7,-1,VFL Stockholm,28,10,6,12,42,44,-2,36,Season 58800,STOCKHOLM,11,11,STOCKHOLM BRUSSELS,9,06:22,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,8,1,VFL Brussels,10,6,12,25,32,-7,36,BRUSSELS,9,9,STOCKHOLM BRUSSELS,11,06:22,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
13,1,VFL Copenhagen,28,6,8,14,16,32,-16,26,Season 58800,COPENHAGEN,12,12,COPENHAGEN ATHENS,10,06:22,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,11,0,VFL Athens,8,8,12,38,50,-12,32,ATHENS,10,10,COPENHAGEN ATHENS,12,06:22,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
14,1,VFL Vienna,28,5,10,13,23,38,-15,25,Season 58800,VIENNA,13,13,VIENNA PARIS,8,06:22,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,10,0,VFL Paris,9,6,13,31,39,-8,33,PARIS,8,8,VIENNA PARIS,13,06:22,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
15,-1,VFL Edinburgh,28,3,15,10,19,33,-14,24,Season 58800,EDINBURGH,15,15,EDINBURGH OSLO,6,06:22,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,9,1,VFL Oslo,8,11,9,33,29,4,35,OSLO,6,6,EDINBURGH OSLO,15,06:22,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
16,1,VFL Bern,28,5,9,14,15,32,-17,24,Season 58800,BERN,16,16,BERN MADRID,1,06:22,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0,2,-1,VFL Madrid,18,2,8,52,33,19,56,MADRID,1,1,BERN MADRID,16,06:22,1:2,1:2,1,  2,1,  2,3.0,2,2,1,1,0
2,0,VFL Madrid,29,19,2,8,54,34,20,59,Season 58800,MADRID,1,1,MADRID EDINBURGH,15,06:26,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0,16,1,VFL Edinburgh,3,15,11,20,35,-15,24,EDINBURGH,15,15,MADRID EDINBURGH,1,06:26,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0
4,-1,VFL Rome,29,16,5,8,55,28,27,53,Season 58800,ROME,5,5,ROME AMSTERDAM,2,06:26,3:0,3:2,3,  0,3,  2,5.0,1,1,1,1,1,5,1,VFL Amsterdam,15,6,8,41,30,11,51,AMSTERDAM,2,2,ROME AMSTERDAM,5,06:26,3:0,3:2,3,  0,3,  2,5.0,1,1,1,1,1
6,0,VFL Berlin,29,15,4,10,40,29,11,49,Season 58800,BERLIN,3,3,BERLIN LISBON,7,06:26,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,3,0,VFL Lisbon,15,9,5,39,23,16,54,LISBON,7,7,BERLIN LISBON,3,06:26,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
8,0,VFL Brussels,29,10,7,12,25,32,-7,37,Season 58800,BRUSSELS,9,9,BRUSSELS LONDON,4,06:26,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,1,0,VFL London,18,6,5,46,24,22,60,LONDON,4,4,BRUSSELS LONDON,9,06:26,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
9,0,VFL Oslo,29,8,11,10,35,32,3,35,Season 58800,OSLO,6,6,OSLO STOCKHOLM,11,06:26,2:1,2:3,2,  1,2,  3,5.0,1,2,1,1,1,7,0,VFL Stockholm,11,6,12,45,46,-1,39,STOCKHOLM,11,11,OSLO STOCKHOLM,6,06:26,2:1,2:3,2,  1,2,  3,5.0,1,2,1,1,1
10,0,VFL Paris,29,9,7,13,33,41,-8,34,Season 58800,PARIS,8,8,PARIS BERN,16,06:26,1:0,2:2,1,  0,2,  2,4.0,1,0,1,1,1,15,-1,VFL Bern,5,10,14,17,34,-17,25,BERN,16,16,PARIS BERN,8,06:26,1:0,2:2,1,  0,2,  2,4.0,1,0,1,1,1
11,0,VFL Athens,29,8,8,13,38,52,-14,32,Season 58800,ATHENS,10,10,ATHENS VIENNA,13,06:26,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,13,-1,VFL Vienna,6,10,13,25,38,-13,28,VIENNA,13,13,ATHENS VIENNA,10,06:26,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
14,1,VFL Ankara,29,7,6,16,24,44,-20,27,Season 58800,ANKARA,14,14,ANKARA COPENHAGEN,12,06:26,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,12,-1,VFL Copenhagen,7,8,14,17,32,-15,29,COPENHAGEN,12,12,ANKARA COPENHAGEN,14,06:26,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
2,1,VFL London,30,18,7,5,46,24,22,61,Season 58800,LONDON,4,4,LONDON LISBON,7,06:31,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,3,0,VFL Lisbon,15,10,5,39,23,16,55,LISBON,7,7,LONDON LISBON,4,06:31,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,-1,VFL Amsterdam,30,16,6,8,46,31,15,54,Season 58800,AMSTERDAM,2,2,AMSTERDAM BERLIN,3,06:31,1:1,5:1,1,  1,5,  1,6.0,0,1,1,1,1,6,0,VFL Berlin,15,4,11,41,34,7,49,BERLIN,3,3,AMSTERDAM BERLIN,2,06:31,1:1,5:1,1,  1,5,  1,6.0,0,1,1,1,1
7,-1,VFL Brussels,30,11,7,12,28,34,-6,40,Season 58800,BRUSSELS,9,9,BRUSSELS OSLO,6,06:31,1:1,3:2,1,  1,3,  2,5.0,0,1,1,1,1,10,1,VFL Oslo,8,11,11,37,35,2,35,OSLO,6,6,BRUSSELS OSLO,9,06:31,1:1,3:2,1,  1,3,  2,5.0,0,1,1,1,1
8,1,VFL Stockholm,30,11,6,13,46,48,-2,39,Season 58800,STOCKHOLM,11,11,STOCKHOLM MADRID,1,06:31,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,1,-1,VFL Madrid,20,2,8,56,35,21,62,MADRID,1,1,STOCKHOLM MADRID,11,06:31,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
12,0,VFL Copenhagen,30,8,8,14,19,33,-14,32,Season 58800,COPENHAGEN,12,12,COPENHAGEN ROME,5,06:31,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,5,1,VFL Rome,16,5,9,56,30,26,53,ROME,5,5,COPENHAGEN ROME,12,06:31,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
13,0,VFL Vienna,30,7,10,13,28,39,-11,31,Season 58800,VIENNA,13,13,VIENNA ANKARA,14,06:31,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1,14,0,VFL Ankara,7,6,17,25,47,-22,27,ANKARA,14,14,VIENNA ANKARA,13,06:31,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1
15,0,VFL Bern,30,5,10,15,18,36,-18,25,Season 58800,BERN,16,16,BERN ATHENS,10,06:31,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,11,0,VFL Athens,9,8,13,40,53,-13,35,ATHENS,10,10,BERN ATHENS,16,06:31,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
16,0,VFL Edinburgh,30,3,15,12,21,37,-16,24,Season 58800,EDINBURGH,15,15,EDINBURGH PARIS,8,06:31,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,9,-1,VFL Paris,10,7,13,35,42,-7,37,PARIS,8,8,EDINBURGH PARIS,15,06:31,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
1,0,VFL Brussels,1,1,0,0,5,1,4,3,Season 58799,BRUSSELS,9,9,BRUSSELS EDINBURGH,15,01:57,2:0,5:1,2,  0,5,  1,6.0,1,1,1,1,1,16,0,VFL Edinburgh,0,0,1,1,5,-4,0,EDINBURGH,15,15,BRUSSELS EDINBURGH,9,01:57,2:0,5:1,2,  0,5,  1,6.0,1,1,1,1,1
2,0,VFL Amsterdam,1,1,0,0,3,0,3,3,Season 58799,AMSTERDAM,2,2,AMSTERDAM ATHENS,10,01:57,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,15,0,VFL Athens,0,0,1,0,3,-3,0,ATHENS,10,10,AMSTERDAM ATHENS,2,01:57,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
3,0,VFL Madrid,1,1,0,0,3,1,2,3,Season 58799,MADRID,1,1,MADRID COPENHAGEN,12,01:57,3:1,3:1,3,  1,3,  1,4.0,1,1,1,1,1,14,0,VFL Copenhagen,0,0,1,1,3,-2,0,COPENHAGEN,12,12,MADRID COPENHAGEN,1,01:57,3:1,3:1,3,  1,3,  1,4.0,1,1,1,1,1
4,0,VFL Ankara,1,1,0,0,1,0,1,3,Season 58799,ANKARA,14,14,ANKARA BERN,16,01:57,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,12,0,VFL Bern,0,0,1,0,1,-1,0,BERN,16,16,ANKARA BERN,14,01:57,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
4,0,VFL Paris,1,1,0,0,1,0,1,3,Season 58799,PARIS,8,8,PARIS ROME,5,01:57,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,12,0,VFL Rome,0,0,1,0,1,-1,0,ROME,5,5,PARIS ROME,8,01:57,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
6,0,VFL Oslo,1,0,1,0,3,3,0,1,Season 58799,OSLO,6,6,OSLO BERLIN,3,01:57,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1,6,0,VFL Berlin,0,1,0,3,3,0,1,BERLIN,3,3,OSLO BERLIN,6,01:57,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1
8,0,VFL Stockholm,1,0,1,0,1,1,0,1,Season 58799,STOCKHOLM,11,11,STOCKHOLM LONDON,4,01:57,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,8,0,VFL London,0,1,0,1,1,0,1,LONDON,4,4,STOCKHOLM LONDON,11,01:57,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
10,0,VFL Lisbon,1,0,1,0,0,0,0,1,Season 58799,LISBON,7,7,LISBON VIENNA,13,01:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,10,0,VFL Vienna,0,1,0,0,0,0,1,VIENNA,13,13,LISBON VIENNA,7,01:57,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,-1,VFL London,2,1,1,0,2,1,1,4,Season 58799,LONDON,4,4,LONDON ANKARA,14,02:02,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,6,1,VFL Ankara,1,0,1,1,1,0,3,ANKARA,14,14,LONDON ANKARA,4,02:02,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
7,-1,VFL Athens,2,1,0,1,2,3,-1,3,Season 58799,ATHENS,10,10,ATHENS PARIS,8,02:02,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,9,1,VFL Paris,1,0,1,1,2,-1,3,PARIS,8,8,ATHENS PARIS,10,02:02,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
7,-1,VFL Copenhagen,2,1,0,1,2,3,-1,3,Season 58799,COPENHAGEN,12,12,COPENHAGEN AMSTERDAM,2,02:02,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,5,1,VFL Amsterdam,1,0,1,3,1,2,3,AMSTERDAM,2,2,COPENHAGEN AMSTERDAM,12,02:02,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
10,-1,VFL Edinburgh,2,1,0,1,3,5,-2,3,Season 58799,EDINBURGH,15,15,EDINBURGH LISBON,7,02:02,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,14,1,VFL Lisbon,0,1,1,0,2,-2,1,LISBON,7,7,EDINBURGH LISBON,15,02:02,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
12,1,VFL Berlin,2,0,1,1,4,5,-1,1,Season 58799,BERLIN,3,3,BERLIN BRUSSELS,9,02:02,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,2,1,VFL Brussels,2,0,0,7,2,5,6,BRUSSELS,9,9,BERLIN BRUSSELS,3,02:02,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
13,1,VFL Bern,2,0,1,1,3,4,-1,1,Season 58799,BERN,16,16,BERN OSLO,6,02:02,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1,11,1,VFL Oslo,0,2,0,6,6,0,2,OSLO,6,6,BERN OSLO,16,02:02,1:2,3:3,1,  2,3,  3,6.0,2,0,1,1,1
15,1,VFL Vienna,2,0,1,1,0,4,-4,1,Season 58799,VIENNA,13,13,VIENNA MADRID,1,02:02,0:1,0:4,0,  1,0,  4,4.0,2,2,1,1,1,1,-1,VFL Madrid,2,0,0,7,1,6,6,MADRID,1,1,VIENNA MADRID,13,02:02,0:1,0:4,0,  1,0,  4,4.0,2,2,1,1,1
16,1,VFL Rome,2,0,0,2,1,3,-2,0,Season 58799,ROME,5,5,ROME STOCKHOLM,11,02:02,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,3,-1,VFL Stockholm,1,1,0,3,2,1,4,STOCKHOLM,11,11,ROME STOCKHOLM,5,02:02,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
1,0,VFL Madrid,3,3,0,0,9,2,7,9,Season 58799,MADRID,1,1,MADRID EDINBURGH,15,02:06,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0,11,1,VFL Edinburgh,1,0,2,4,7,-3,3,EDINBURGH,15,15,MADRID EDINBURGH,1,02:06,0:1,2:1,0,  1,2,  1,3.0,2,1,1,1,0
1,-1,VFL Brussels,3,3,0,0,9,2,7,9,Season 58799,BRUSSELS,9,9,BRUSSELS BERN,16,02:06,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,15,1,VFL Bern,0,1,2,3,6,-3,1,BERN,16,16,BRUSSELS BERN,9,02:06,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
5,-1,VFL Ankara,3,2,0,1,3,1,2,6,Season 58799,ANKARA,14,14,ANKARA ROME,5,02:06,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,16,0,VFL Rome,0,0,3,1,5,-4,0,ROME,5,5,ANKARA ROME,14,02:06,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
7,-1,VFL Lisbon,3,1,1,1,3,3,0,4,Season 58799,LISBON,7,7,LISBON BERLIN,3,02:06,3:0,3:1,3,  0,3,  1,4.0,1,1,1,1,1,14,1,VFL Berlin,0,1,2,5,8,-3,1,BERLIN,3,3,LISBON BERLIN,7,02:06,3:0,3:1,3,  0,3,  1,4.0,1,1,1,1,1
9,1,VFL Stockholm,3,1,1,1,4,6,-2,4,Season 58799,STOCKHOLM,11,11,STOCKHOLM ATHENS,10,02:06,1:2,1:4,1,  2,1,  4,5.0,2,2,1,1,1,4,-1,VFL Athens,2,0,1,6,4,2,6,ATHENS,10,10,STOCKHOLM ATHENS,11,02:06,1:2,1:4,1,  2,1,  4,5.0,2,2,1,1,1
10,-1,VFL Oslo,3,0,3,0,7,7,0,3,Season 58799,OSLO,6,6,OSLO LONDON,4,02:06,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,6,1,VFL London,1,2,0,3,2,1,5,LONDON,4,4,OSLO LONDON,6,02:06,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
12,1,VFL Paris,3,1,0,2,1,4,-3,3,Season 58799,PARIS,8,8,PARIS AMSTERDAM,2,02:06,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,3,-1,VFL Amsterdam,2,0,1,5,1,4,6,AMSTERDAM,2,2,PARIS AMSTERDAM,8,02:06,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
13,-1,VFL Vienna,3,0,2,1,2,6,-4,2,Season 58799,VIENNA,13,13,VIENNA COPENHAGEN,12,02:06,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1,8,1,VFL Copenhagen,1,1,1,4,5,-1,4,COPENHAGEN,12,12,VIENNA COPENHAGEN,13,02:06,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1
3,0,VFL Amsterdam,4,3,0,1,8,3,5,9,Season 58799,AMSTERDAM,2,2,AMSTERDAM STOCKHOLM,11,02:11,1:1,3:2,1,  1,3,  2,5.0,0,1,1,1,1,11,1,VFL Stockholm,1,1,2,6,9,-3,4,STOCKHOLM,11,11,AMSTERDAM STOCKHOLM,2,02:11,1:1,3:2,1,  1,3,  2,5.0,0,1,1,1,1
4,0,VFL Athens,4,3,0,1,9,5,4,9,Season 58799,ATHENS,10,10,ATHENS ANKARA,14,02:11,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1,6,1,VFL Ankara,2,0,2,4,4,0,6,ANKARA,14,14,ATHENS ANKARA,10,02:11,2:0,3:1,2,  0,3,  1,4.0,1,1,1,1,1
5,-1,VFL Copenhagen,4,2,1,1,5,5,0,7,Season 58799,COPENHAGEN,12,12,COPENHAGEN PARIS,8,02:11,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,12,0,VFL Paris,1,0,3,1,5,-4,3,PARIS,8,8,COPENHAGEN PARIS,12,02:11,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
7,-1,VFL Edinburgh,4,2,0,2,5,7,-2,6,Season 58799,EDINBURGH,15,15,EDINBURGH VIENNA,13,02:11,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,14,1,VFL Vienna,0,2,2,2,7,-5,2,VIENNA,13,13,EDINBURGH VIENNA,15,02:11,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
8,1,VFL London,4,1,2,1,5,5,0,5,Season 58799,LONDON,4,4,LONDON BRUSSELS,9,02:11,2:0,2:3,2,  0,2,  3,5.0,1,2,1,1,1,2,1,VFL Brussels,4,0,0,12,4,8,12,BRUSSELS,9,9,LONDON BRUSSELS,4,02:11,2:0,2:3,2,  0,2,  3,5.0,1,2,1,1,1
13,-1,VFL Bern,4,0,2,2,3,6,-3,2,Season 58799,BERN,16,16,BERN LISBON,7,02:11,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,9,1,VFL Lisbon,1,2,1,3,3,0,5,LISBON,7,7,BERN LISBON,16,02:11,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
15,-1,VFL Rome,4,0,1,3,3,7,-4,1,Season 58799,ROME,5,5,ROME OSLO,6,02:11,2:1,2:2,2,  1,2,  2,4.0,1,0,1,1,1,10,0,VFL Oslo,0,4,0,9,9,0,4,OSLO,6,6,ROME OSLO,5,02:11,2:1,2:2,2,  1,2,  2,4.0,1,0,1,1,1
16,1,VFL Berlin,4,0,1,3,5,11,-6,1,Season 58799,BERLIN,3,3,BERLIN MADRID,1,02:11,0:3,0:3,0,  3,0,  3,3.0,2,2,1,1,0,1,0,VFL Madrid,4,0,0,12,2,10,12,MADRID,1,1,BERLIN MADRID,3,02:11,0:3,0:3,0,  3,0,  3,3.0,2,2,1,1,0
1,0,VFL Madrid,5,5,0,0,15,2,13,15,Season 58799,MADRID,1,1,MADRID BERN,16,02:15,3:0,3:0,3,  0,3,  0,3.0,1,1,1,1,0,16,1,VFL Bern,0,2,3,3,9,-6,2,BERN,16,16,MADRID BERN,1,02:15,3:0,3:0,3,  0,3,  0,3.0,1,1,1,1,0
2,0,VFL Brussels,5,4,1,0,13,5,8,13,Season 58799,BRUSSELS,9,9,BRUSSELS ROME,5,02:15,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,14,-1,VFL Rome,0,2,3,4,8,-4,2,ROME,5,5,BRUSSELS ROME,9,02:15,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
7,0,VFL Edinburgh,5,2,1,2,5,7,-2,7,Season 58799,EDINBURGH,15,15,EDINBURGH COPENHAGEN,12,02:15,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,6,1,VFL Copenhagen,2,2,1,5,5,0,8,COPENHAGEN,12,12,EDINBURGH COPENHAGEN,15,02:15,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
9,1,VFL Ankara,5,2,0,3,5,7,-2,6,Season 58799,ANKARA,14,14,ANKARA AMSTERDAM,2,02:15,0:0,1:3,0,  0,1,  3,4.0,0,2,1,1,1,3,0,VFL Amsterdam,4,0,1,11,4,7,12,AMSTERDAM,2,2,ANKARA AMSTERDAM,14,02:15,0:0,1:3,0,  0,1,  3,4.0,0,2,1,1,1
10,0,VFL Oslo,5,0,5,0,9,9,0,5,Season 58799,OSLO,6,6,OSLO ATHENS,10,02:15,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,4,0,VFL Athens,3,1,1,9,5,4,10,ATHENS,10,10,OSLO ATHENS,6,02:15,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
11,1,VFL Lisbon,5,1,2,2,3,5,-2,5,Season 58799,LISBON,7,7,LISBON LONDON,4,02:15,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,5,-1,VFL London,2,2,1,7,5,2,8,LONDON,4,4,LISBON LONDON,7,02:15,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
12,1,VFL Stockholm,5,1,1,3,6,13,-7,4,Season 58799,STOCKHOLM,11,11,STOCKHOLM PARIS,8,02:15,0:4,0:4,0,  4,0,  4,4.0,2,2,1,1,1,8,-1,VFL Paris,2,0,3,5,5,0,6,PARIS,8,8,STOCKHOLM PARIS,11,02:15,0:4,0:4,0,  4,0,  4,4.0,2,2,1,1,1
13,-1,VFL Vienna,5,0,3,2,4,9,-5,3,Season 58799,VIENNA,13,13,VIENNA BERLIN,3,02:15,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1,15,-1,VFL Berlin,0,2,3,7,13,-6,2,BERLIN,3,3,VIENNA BERLIN,13,02:15,0:1,2:2,0,  1,2,  2,4.0,2,0,1,1,1
3,0,VFL Amsterdam,6,5,0,1,16,5,11,15,Season 58799,AMSTERDAM,2,2,AMSTERDAM OSLO,6,02:20,2:1,5:1,2,  1,5,  1,6.0,1,1,1,1,1,12,1,VFL Oslo,0,5,1,10,14,-4,5,OSLO,6,6,AMSTERDAM OSLO,2,02:20,2:1,5:1,2,  1,5,  1,6.0,1,1,1,1,1
4,-1,VFL Copenhagen,6,3,2,1,6,5,1,11,Season 58799,COPENHAGEN,12,12,COPENHAGEN STOCKHOLM,11,02:20,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,14,1,VFL Stockholm,1,1,4,6,14,-8,4,STOCKHOLM,11,11,COPENHAGEN STOCKHOLM,12,02:20,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
5,1,VFL Athens,6,3,1,2,9,8,1,10,Season 58799,ATHENS,10,10,ATHENS BRUSSELS,9,02:20,0:2,0:3,0,  2,0,  3,3.0,2,2,1,1,0,2,0,VFL Brussels,5,1,0,16,5,11,16,BRUSSELS,9,9,ATHENS BRUSSELS,10,02:20,0:2,0:3,0,  2,0,  3,3.0,2,2,1,1,0
7,1,VFL London,6,2,2,2,8,8,0,8,Season 58799,LONDON,4,4,LONDON MADRID,1,02:20,1:2,1:3,1,  2,1,  3,4.0,2,2,1,1,1,1,0,VFL Madrid,6,0,0,18,3,15,18,MADRID,1,1,LONDON MADRID,4,02:20,1:2,1:3,1,  2,1,  3,4.0,2,2,1,1,1
9,1,VFL Paris,6,2,0,4,5,6,-1,6,Season 58799,PARIS,8,8,PARIS ANKARA,14,02:20,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,6,-1,VFL Ankara,3,0,3,6,7,-1,9,ANKARA,14,14,PARIS ANKARA,8,02:20,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
13,-1,VFL Berlin,6,1,2,3,9,13,-4,5,Season 58799,BERLIN,3,3,BERLIN EDINBURGH,15,02:20,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,8,1,VFL Edinburgh,2,1,3,5,9,-4,7,EDINBURGH,15,15,BERLIN EDINBURGH,3,02:20,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
15,1,VFL Rome,6,0,3,3,4,8,-4,3,Season 58799,ROME,5,5,ROME LISBON,7,02:20,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,10,-1,VFL Lisbon,1,3,2,3,5,-2,6,LISBON,7,7,ROME LISBON,5,02:20,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
16,0,VFL Bern,6,0,2,4,3,11,-8,2,Season 58799,BERN,16,16,BERN VIENNA,13,02:20,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,11,-1,VFL Vienna,1,3,2,6,9,-3,6,VIENNA,13,13,BERN VIENNA,16,02:20,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
1,0,VFL Madrid,7,7,0,0,19,3,16,21,Season 58799,MADRID,1,1,MADRID ROME,5,02:25,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,15,0,VFL Rome,0,3,4,4,9,-5,3,ROME,5,5,MADRID ROME,1,02:25,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
3,1,VFL Brussels,7,5,1,1,16,6,10,16,Season 58799,BRUSSELS,9,9,BRUSSELS AMSTERDAM,2,02:25,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,2,-1,VFL Amsterdam,6,0,1,17,5,12,18,AMSTERDAM,2,2,BRUSSELS AMSTERDAM,9,02:25,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
6,0,VFL Ankara,7,3,1,3,8,9,-1,10,Season 58799,ANKARA,14,14,ANKARA STOCKHOLM,11,02:25,2:0,2:2,2,  0,2,  2,4.0,1,0,1,1,1,14,0,VFL Stockholm,1,2,4,8,16,-8,5,STOCKHOLM,11,11,ANKARA STOCKHOLM,14,02:25,2:0,2:2,2,  0,2,  2,4.0,1,0,1,1,1
